OBJ_ID,Dat_obs,Hr_obs,Nb_coyotes,Alimentation,Statut_animal,Periode,Comp_class,Com_code,Cote,Territoire,Statut_mention,Provenance,Verif,X,Y,Lat,Long,geometry
519,"2018-05-01","20:00:00",1,,,"crepuscule","inconnue",1,0,"Mercier—Hochelaga-Maisonneuve","Valide","info-coyote","oui",302280.6866,5048943.341,"45,58039303","-73,53228277",POINT (302280.6866 5048943.341)
520,"2018-04-26","06:00:00",1,,,"crepuscule","inconnue",1,0,"Ahuntsic-Cartierville","Valide","info-coyote","oui",288579.2191,5044600.35,"45,54112905","-73,70771021",POINT (288579.2191 5044600.35)
521,"2018-05-02","15:05:00",2,,,"jour","2",4,3,"Mercier—Hochelaga-Maisonneuve","Valide","info-coyote","oui",302308.5669,5048928.241,"45,58025726","-73,53192543",POINT (302308.5669 5048928.241)
522,"2018-04-27","23:45:00",1,,,"nuit","inconnue",1,0,"Villeray—Saint-Michel—Parc-Extension","Valide","info-coyote","oui",296447.1151,5048333.921,"45,57486371","-73,60702431",POINT (296447.1151 5048333.921)
523,"2018-05-03","08:10:00",1,,,"jour","2",5,4,"Saint-Laurent","Valide","info-coyote","oui",287674.1827,5040423.771,"45,50352514","-73,71915333",POINT (287674.1827 5040423.771)
524,"2018-05-04","08:00:00",1,,,"jour","inconnue",1,0,"Kirkland","Valide","info-coyote","oui",276485.8693,5034713.521,"45,45177825","-73,86199494",POINT (276485.8693 5034713.521)
525,"2018-05-04","07:15:00",1,,,"jour","inconnue",1,0,"Saint-Laurent","Valide","info-coyote","oui",286715.3339,5041189.569,"45,51039186","-73,73145153",POINT (286715.3339 5041189.569)
526,"2018-05-05","06:10:00",1,,,"jour","inconnue",1,0,"Ahuntsic-Cartierville","Valide","info-coyote","oui",294619.7661,5046082.728,"45,55458245","-73,63039094",POINT (294619.7661 5046082.728)
527,"2018-05-04","03:30:00",3,,,"nuit","2",5,3.6,"Villeray—Saint-Michel—Parc-Extension","Valide","info-coyote","oui",295489.9609,5048802.686,"45,57906965","-73,6192971",POINT (295489.9609 5048802.686)
528,"2018-05-08","14:00:00",1,,,"jour","inconnue",1,0,"Mercier—Hochelaga-Maisonneuve","Valide","info-coyote","oui",301585.3397,5050888.816,"45,59789612","-73,54120583",POINT (301585.3397 5050888.816)
529,"2018-05-08","05:20:00",1,,,"crepuscule","1",2,0.8,"Villeray—Saint-Michel—Parc-Extension","Valide","info-coyote","oui",294548.5921,5048560.785,"45,57687972","-73,63135451",POINT (294548.5921 5048560.785)
530,"2018-05-09","03:30:00",1,,,"nuit","5",10,8.6,"Ahuntsic-Cartierville","Valide","info-coyote","oui",293813.0154,5045674.5,"45,55089681","-73,64071481",POINT (293813.0154 5045674.5)
531,"2018-05-14","14:00:00",1,,,"jour","inconnue",1,0,"Ahuntsic-Cartierville","Valide","MFFP","oui",294664.652,5046034.881,"45,55415256","-73,62981504",POINT (294664.652 5046034.881)
532,"2018-05-05","09:51:00",1,,,"jour","inconnue",1,0,"Ahuntsic-Cartierville","Valide","SPVM","oui",288718.2717,5044707.705,"45,54209829","-73,70593315",POINT (288718.2717 5044707.705)
533,"2018-05-05","12:04:00",1,,,"jour","inconnue",1,0,"Saint-Laurent","Valide","SPVM","oui",287741.4206,5040721.381,"45,50620479","-73,71830326",POINT (287741.4206 5040721.381)
534,"2018-05-05","16:31:00",1,,,"jour","inconnue",1,0,"Ahuntsic-Cartierville","Valide","SPVM","oui",289219.493,5045063.238,"45,54530887","-73,69952616",POINT (289219.493 5045063.238)
535,"2018-05-05","22:35:00",1,,,"nuit","inconnue",1,0,"Villeray—Saint-Michel—Parc-Extension","Valide","SPVM","oui",294779.623,5047856.585,"45,57054648","-73,62837981",POINT (294779.623 5047856.585)
536,"2018-05-05","22:47:00",1,,,"nuit","5",10,8.6,"Villeray—Saint-Michel—Parc-Extension","Valide","SPVM","oui",295042.8658,5047761.151,"45,56969148","-73,62500528",POINT (295042.8658 5047761.151)
537,"2018-05-06","21:44:00",1,,,"nuit","5",10,8.6,"Ahuntsic-Cartierville","Valide","SPVM","oui",293881.6039,5048399.778,"45,57542078","-73,63989722",POINT (293881.6039 5048399.778)
538,"2018-05-06","21:48:00",1,,,"nuit","inconnue",1,0,"Ahuntsic-Cartierville","Valide","SPVM","oui",293909.3235,5048433.418,"45,57572392","-73,6395428",POINT (293909.3235 5048433.418)
539,"2018-05-09","02:13:00",2,,,"nuit","5",10,8.6,"Saint-Laurent","Valide","SPVM","oui",291228.6074,5042429.348,"45,52165028","-73,6737243",POINT (291228.6074 5042429.348)
540,"2018-05-09","02:26:00",3,,,"nuit","inconnue",1,0,"Saint-Laurent","Valide","SPVM","oui",291630.7126,5043249.144,"45,5290348","-73,6685991",POINT (291630.7126 5043249.144)
541,"2018-05-09","18:01:00",1,,,"jour","inconnue",1,0,"Saint-Laurent","Valide","SPVM","oui",287825.1187,5040767.263,"45,50661969","-73,71723375",POINT (287825.1187 5040767.263)
545,"2018-04-22","21:07:00",1,,,"nuit","inconnue",1,0,"Montréal-Nord","Valide","SPVM","oui",294683.4551,5049352.538,"45,58400612","-73,62964287",POINT (294683.4551 5049352.538)
548,"2018-04-22","22:56:00",1,,,"nuit","6",11,9.6,"Ahuntsic-Cartierville","Valide","SPVM","oui",293479.826,5048201.912,"45,57363391","-73,64504059",POINT (293479.826 5048201.912)
549,"2018-04-26","20:50:00",1,,,"nuit","5",10,8.6,"Villeray—Saint-Michel—Parc-Extension","Valide","SPVM","oui",294599.911,5048117.928,"45,57289551","-73,63068771",POINT (294599.911 5048117.928)
551,"2018-04-26","22:52:00",1,,,"nuit","4",9,7.6,"Ahuntsic-Cartierville","Valide","SPVM","oui",293303.871,5044707.089,"45,54218351","-73,64721288",POINT (293303.871 5044707.089)
553,"2018-04-26","22:52:00",1,,,"nuit","4",9,7.6,"Ahuntsic-Cartierville","Valide","SPVM","oui",293425.8167,5044671.931,"45,54186915","-73,6456505",POINT (293425.8167 5044671.931)
554,"2018-04-27","23:10:00",1,,,"nuit","5",10,8.6,"Villeray—Saint-Michel—Parc-Extension","Valide","SPVM","oui",295070.3772,5049059.298,"45,58137297","-73,62467866",POINT (295070.3772 5049059.298)
555,"2018-05-11","21:45:00",1,,,"nuit","6",11,9.6,"Villeray—Saint-Michel—Parc-Extension","Valide","SPVM","oui",295590.1176,5047532.886,"45,56764494","-73,61798978",POINT (295590.1176 5047532.886)
556,"2018-05-13","22:30:00",1,,,"nuit","5",10,8.6,"Villeray—Saint-Michel—Parc-Extension","Valide","SPVM","oui",294176.6827,5047720.746,"45,56931522","-73,63610163",POINT (294176.6827 5047720.746)
557,"2018-04-20","22:55:00",1,,,"nuit","6",11,9.6,"Ahuntsic-Cartierville","Valide","SPVM","oui",293459.4638,5048688.821,"45,57801493","-73,64531279",POINT (293459.4638 5048688.821)
558,"2018-04-05",,1,,,,"inconnue",1,0,"Pierrefonds-Roxboro","Valide","info-coyote","oui",270752.3549,5035122.091,"45,45519885","-73,93532401",POINT (270752.3549 5035122.091)
559,"2018-02-15",,1,,,"nuit","1",2,0.6,"Pointe-Claire","Valide","info-coyote","oui",280387.0827,5034120.669,"45,44659072","-73,81208948",POINT (280387.0827 5034120.669)
560,"2018-04-11",,1,,,,"inconnue",1,0,"Dollard-Des Ormeaux","Valide","info-coyote","oui",279841.7062,5037815.182,"45,47981599","-73,81924893",POINT (279841.7062 5037815.182)
561,"2018-04-05",,1,,,,"inconnue",1,0,"Saint-Laurent","Valide","info-coyote","oui",286645.2258,5040512.449,"45,50429707","-73,73232372",POINT (286645.2258 5040512.449)
562,"2018-04-11",,1,,,,"inconnue",1,0,"Saint-Laurent","Valide","info-coyote","oui",286661.2782,5040495.112,"45,50414149","-73,73211766",POINT (286661.2782 5040495.112)
563,"2018-04-11",,1,,,,"inconnue",1,0,"Ahuntsic-Cartierville","Valide","info-coyote","oui",294474.1949,5046094.042,"45,55468211","-73,63225569",POINT (294474.1949 5046094.042)
567,"2018-04-17","12:30:00",1,,,"jour","5",10,9,"Ahuntsic-Cartierville","Valide","info-coyote","oui",288651.1396,5043633.227,"45,53242825","-73,70675736",POINT (288651.1396 5043633.227)
568,"2018-04-18","00:37:00",1,,,"nuit","6",11,9.6,"Ahuntsic-Cartierville","Valide","SPVM","oui",294490.7304,5045881.132,"45,55276652","-73,63203941",POINT (294490.7304 5045881.132)
569,"2018-05-12","22:07:00",1,,,"nuit","5",10,8.6,"Ahuntsic-Cartierville","Valide","SPVM","oui",293642.0401,5047632.935,"45,56851671","-73,64294923",POINT (293642.0401 5047632.935)
570,"2018-05-13","13:21:00",2,,,"jour","2",5,4,"Saint-Laurent","Valide","SPVM","oui",287193.2963,5040238.406,"45,50184519","-73,72530037",POINT (287193.2963 5040238.406)
571,"2018-05-13","22:33:00",1,,,"nuit","5",10,8.6,"Villeray—Saint-Michel—Parc-Extension","Valide","SPVM","oui",294326.5834,5047685.129,"45,568997","-73,63418041",POINT (294326.5834 5047685.129)
572,"2018-05-15","07:21:00",1,,,"jour","inconnue",1,0,"Côte-des-Neiges—Notre-Dame-de-Grâce","Valide","SPVM","oui",294804.2189,5040624.554,"45,50547047","-73,62791705",POINT (294804.2189 5040624.554)
573,"2018-05-15","22:30:00",1,,,"nuit","5",10,8.6,"Ahuntsic-Cartierville","Valide","SPVM","oui",293795.9824,5048250.871,"45,57407953","-73,64099093",POINT (293795.9824 5048250.871)
574,"2018-05-15","22:19:00",1,,,"nuit","5",10,8.6,"Ahuntsic-Cartierville","Valide","SPVM","oui",293922.1082,5048426.265,"45,57565976","-73,63937883",POINT (293922.1082 5048426.265)
575,"2018-05-13","16:36:00",1,,,"jour","1",2,1,"Verdun","Valide","info-coyote","oui",298570.6883,5033836.922,"45,44443601","-73,57963114",POINT (298570.6883 5033836.922)
576,"2018-05-13","22:10:00",1,,,"nuit","1",2,0.6,"Villeray—Saint-Michel—Parc-Extension","Valide","info-coyote","oui",294455.5098,5048417.757,"45,57559134","-73,63254418",POINT (294455.5098 5048417.757)
577,"2018-05-13","15:30:00",1,,,"jour","2",4,3,"Verdun","Valide","info-coyote","oui",298745.1132,5033938.015,"45,44534723","-73,57740266",POINT (298745.1132 5033938.015)
578,"2018-05-12","17:00:00",1,,,"jour","5",10,9,"Villeray—Saint-Michel—Parc-Extension","Valide","info-coyote","oui",294973.184,5048411.712,"45,57554444","-73,6259111",POINT (294973.184 5048411.712)
580,"2018-05-15","23:00:00",1,,,"nuit","2",5,3.6,"Ahuntsic-Cartierville","Valide","info-coyote","oui",293547.4131,5048345.762,"45,57492941","-73,64417794",POINT (293547.4131 5048345.762)
581,"2018-05-16","02:00:00",1,,,"nuit","inconnue",1,0,"Villeray—Saint-Michel—Parc-Extension","Valide","info-coyote","oui",296877.5106,5045441.762,"45,54884417","-73,60146287",POINT (296877.5106 5045441.762)
582,"2018-05-16","01:50:00",1,,,"nuit","1",2,0.6,"Villeray—Saint-Michel—Parc-Extension","Valide","info-coyote","oui",296890.8262,5045622.128,"45,5504673","-73,60129525",POINT (296890.8262 5045622.128)
583,"2018-05-16","21:30:00",1,,,"nuit","1",2,0.6,"Saint-Laurent","Valide","info-coyote","oui",287184.7192,5040462.442,"45,50386093","-73,72541817",POINT (287184.7192 5040462.442)
584,"2018-05-11","02:00:00",1,,,"nuit","5",10,8.6,"Ahuntsic-Cartierville","Valide","info-coyote","oui",293617.7025,5048735.271,"45,57843546","-73,64328625",POINT (293617.7025 5048735.271)
585,"2018-05-12","05:00:00",1,,,"crepuscule","2",4,2.8,"Mercier—Hochelaga-Maisonneuve","Valide","info-coyote","oui",302189.5883,5049212.688,"45,58281636","-73,53345155",POINT (302189.5883 5049212.688)
586,"2018-05-13","03:30:00",1,,,"nuit","inconnue",1,0,"Pierrefonds-Roxboro","Valide","info-coyote","oui",274387.4399,5035286.611,"45,45684692","-73,88885811",POINT (274387.4399 5035286.611)
587,"2018-05-14","08:00:00",1,,,"jour","inconnue",1,0,"Côte-des-Neiges—Notre-Dame-de-Grâce","Valide","info-coyote","oui",293892.099,5035146.431,"45,45616226","-73,63946784",POINT (293892.099 5035146.431)
588,"2018-05-13","14:45:00",1,,,"jour","inconnue",1,0,"Kirkland","Valide","info-coyote","oui",276911.5593,5034824.263,"45,45279186","-73,8565589",POINT (276911.5593 5034824.263)
589,"2018-05-16","22:00:00",1,,,"nuit","inconnue",1,0,"Ahuntsic-Cartierville","Valide","info-coyote","oui",293956.2142,5048406.537,"45,57548277","-73,63894139",POINT (293956.2142 5048406.537)
590,"2018-05-15","07:30:00",1,,,"jour","2",4,3,"Côte-des-Neiges—Notre-Dame-de-Grâce","Valide","info-coyote","oui",295491.2996,5041182.178,"45,51049771","-73,61913501",POINT (295491.2996 5041182.178)
591,"2018-05-26","23:38:00",1,,,"nuit","inconnue",1,0,"Villeray—Saint-Michel—Parc-Extension","Valide","SPVM","oui",294123.2579,5047638.43,"45,5685737","-73,63678429",POINT (294123.2579 5047638.43)
592,"2018-05-28","06:46:00",1,,,"jour","inconnue",1,0,"Outremont","Valide","SPVM","oui",295125.7531,5042073.175,"45,51851027","-73,62383094",POINT (295125.7531 5042073.175)
594,"2018-05-18","01:20:00",1,,,"nuit","2",5,3.6,"Villeray—Saint-Michel—Parc-Extension","Valide","info-coyote","oui",293712.2887,5047079.674,"45,56353942","-73,6420367",POINT (293712.2887 5047079.674)
595,"2018-05-19","02:00:00",1,,,"nuit","inconnue",1,0,"Montréal-Nord","Valide","info-coyote","oui",294663.7996,5049307.49,"45,58360048","-73,62989382",POINT (294663.7996 5049307.49)
596,"2018-05-18","22:45:00",1,,,"nuit","5",10,8.6,"Villeray—Saint-Michel—Parc-Extension","Valide","info-coyote","oui",294346.9413,5047662.697,"45,56879546","-73,63391911",POINT (294346.9413 5047662.697)
597,"2018-05-20","03:57:00",1,,,"nuit","2",5,3.6,"Villeray—Saint-Michel—Parc-Extension","Valide","info-coyote","oui",294355.5331,5047685.348,"45,56899941","-73,63380952",POINT (294355.5331 5047685.348)
598,"2018-05-22","05:00:00",2,,,"crepuscule","2",4,2.8,"Mercier—Hochelaga-Maisonneuve","Valide","info-coyote","oui",301149.1787,5050059.455,"45,59043115","-73,54679038",POINT (301149.1787 5050059.455)
599,"2018-05-16","10:00:00",1,,,"jour","2",4,3,"Outremont","Valide","info-coyote","oui",296137.6856,5041091.817,"45,50969293","-73,61086083",POINT (296137.6856 5041091.817)
600,"2018-05-17","11:30:00",1,,,"jour","inconnue",1,0,"Outremont","Valide","info-coyote","oui",295889.9753,5041139.568,"45,51011949","-73,6140319",POINT (295889.9753 5041139.568)
601,"2018-05-14","11:00:00",1,,,"jour","4",8,7,"Verdun","Valide","info-coyote","oui",298143.6467,5034336.314,"45,44892585","-73,58509689",POINT (298143.6467 5034336.314)
602,"2018-05-19","11:30:00",1,,,"jour","2",5,4,"Saint-Laurent","Valide","info-coyote","oui",287982.0558,5040920.804,"45,50800511","-73,71523065",POINT (287982.0558 5040920.804)
603,"2018-05-27","11:00:00",1,,,"jour","2",5,4,"Villeray—Saint-Michel—Parc-Extension","Valide","info-coyote","oui",294165.8681,5047927.116,"45,57117203","-73,63624467",POINT (294165.8681 5047927.116)
604,"2018-05-26","08:00:00",1,,,"jour","inconnue",1,0,"Villeray—Saint-Michel—Parc-Extension","Valide","info-coyote","oui",294172.3342,5047937.696,"45,57126734","-73,63616206",POINT (294172.3342 5047937.696)
605,"2018-05-29","11:20:00",1,,,"jour","1",2,1,"Saint-Laurent","Valide","info-coyote","oui",287165.1925,5039163.725,"45,4921741","-73,72562137",POINT (287165.1925 5039163.725)
606,"2018-05-24","12:30:00",1,,,"jour","5",10,9,"Ahuntsic-Cartierville","Valide","info-coyote","oui",294607.7078,5045651.367,"45,55070074","-73,6305364",POINT (294607.7078 5045651.367)
607,"2018-05-27","05:00:00",1,,,"jour","inconnue",1,0,"Mercier—Hochelaga-Maisonneuve","Valide","info-coyote","oui",300229.5661,5050149.248,"45,59123369","-73,55857733",POINT (300229.5661 5050149.248)
609,"2018-05-26","10:00:00",1,,,"jour","2",4,3,"Villeray—Saint-Michel—Parc-Extension","Valide","info-coyote","oui",294187.3001,5047937.94,"45,57126976","-73,63597032",POINT (294187.3001 5047937.94)
611,"2018-05-24","03:30:00",4,,,"nuit","inconnue",1,0,"Ahuntsic-Cartierville","Valide","info-coyote","oui",292532.527,5048989.282,"45,58070283","-73,65719766",POINT (292532.527 5048989.282)
612,"2018-06-02","09:30:00",1,,,"jour","inconnue",1,0,"Saint-Laurent","Valide","info-coyote","oui",292100.5476,5042059.495,"45,51833863","-73,66255326",POINT (292100.5476 5042059.495)
613,"2018-06-03","07:15:00",1,,,"jour","inconnue",1,0,"Rivière-des-Prairies-Pointe-aux-Trembles","Valide","info-coyote","oui",301671.628,5059008.822,"45,67096212","-73,54015192",POINT (301671.628 5059008.822)
614,"2018-06-03","01:15:00",1,,,"nuit","inconnue",1,0,"Villeray—Saint-Michel—Parc-Extension","Valide","info-coyote","oui",296497.6377,5047482.757,"45,56720528","-73,60636252",POINT (296497.6377 5047482.757)
615,"2018-06-04","05:30:00",1,,,"jour","inconnue",1,0,"Montréal-Nord","Valide","info-coyote","oui",295404.0836,5054296.608,"45,62850419","-73,6205033",POINT (295404.0836 5054296.608)
616,"2018-06-02","23:50:00",1,,,"nuit","2",5,3.6,"Ahuntsic-Cartierville","Valide","info-coyote","oui",295085.0173,5046145.831,"45,55515691","-73,62443316",POINT (295085.0173 5046145.831)
617,"2018-06-04","09:00:00",1,,,"jour","inconnue",1,0,"Rivière-des-Prairies-Pointe-aux-Trembles","Valide","info-coyote","oui",301751.6963,5058499.703,"45,66638133","-73,53912107",POINT (301751.6963 5058499.703)
618,"2018-06-03","17:00:00",1,,,"jour","inconnue",1,0,"Rivière-des-Prairies-Pointe-aux-Trembles","Valide","info-coyote","oui",301925.8947,5058150.335,"45,66323841","-73,53688339",POINT (301925.8947 5058150.335)
619,"2018-06-03","17:05:00",1,,,"jour","inconnue",1,0,"Rivière-des-Prairies-Pointe-aux-Trembles","Valide","info-coyote","oui",301981.6472,5058130.878,"45,66306356","-73,53616781",POINT (301981.6472 5058130.878)
620,"2018-06-03","21:30:00",1,,,"nuit","2",5,3.6,"Rivière-des-Prairies-Pointe-aux-Trembles","Valide","info-coyote","oui",299585.3409,5057714.464,"45,65930272","-73,56691503",POINT (299585.3409 5057714.464)
621,"2018-05-30","03:00:00",1,,,"nuit","4",8,6.6,"Rosemont—La Petite-Patrie","Valide","SPVM","oui",299484.0783,5046068.316,"45,55450688","-73,56808754",POINT (299484.0783 5046068.316)
622,"2018-06-04","15:02:00",1,,,"jour",,,,"Rivière-des-Prairies-Pointe-aux-Trembles","Valide","MFFP","oui",296044.7202,5054796.815,"45,63301352","-73,61229609",POINT (296044.7202 5054796.815)
623,"2018-05-26","23:23:00",1,,,"nuit","inconnue",1,0,"Villeray—Saint-Michel—Parc-Extension","Valide","SPVM","oui",294119.4799,5047646.46,"45,5686459","-73,63683287",POINT (294119.4799 5047646.46)
625,"2018-03-30","21:19:13",1,,,"nuit","inconnue",1,0,"Villeray—Saint-Michel—Parc-Extension","Valide","inconnu","oui",294900.7769,5046690.727,"45,56005747","-73,626804",POINT (294900.7769 5046690.727)
626,"2018-04-17","03:09:00",1,,,"nuit","inconnue",1,0,"Villeray—Saint-Michel—Parc-Extension","Valide","inconnu","oui",294898.3773,5046691.521,"45,56006458","-73,62683476",POINT (294898.3773 5046691.521)
627,"2018-04-04","21:21:00",1,,,"nuit","inconnue",1,0,"Villeray—Saint-Michel—Parc-Extension","Valide","inconnu","oui",295079.9113,5046871.485,"45,56168651","-73,62451298",POINT (295079.9113 5046871.485)
628,"2018-04-16","23:20:00",1,,,"nuit","inconnue",1,0,"Villeray—Saint-Michel—Parc-Extension","Valide","inconnu","oui",294435.416,5047068.83,"45,56345298","-73,63277304",POINT (294435.416 5047068.83)
629,"2018-04-22","01:26:00",1,,,"nuit",,,,"Villeray—Saint-Michel—Parc-Extension","Valide","inconnu","oui",294425.186,5047057.921,"45,56335467","-73,63290385",POINT (294425.186 5047057.921)
630,"2018-04-27","14:39:00",1,,,"jour",,,,"Villeray—Saint-Michel—Parc-Extension","Valide","inconnu","oui",294461.1667,5047259.3,"45,56516728","-73,63244719",POINT (294461.1667 5047259.3)
631,"2018-06-11","10:00:00",1,,,"jour","2",5,4,"Villeray—Saint-Michel—Parc-Extension","Valide","SPVM","oui",294058.2421,5047752.887,"45,56960262","-73,63761975",POINT (294058.2421 5047752.887)
632,"2018-06-10","22:50:00",3,,,"nuit","5",10,8.6,"Ahuntsic-Cartierville","Valide","SPVM","oui",293671.5412,5047052.156,"45,56329115","-73,64255806",POINT (293671.5412 5047052.156)
633,"2018-06-04","14:30:00",1,,,"jour","1",2,1,"Rivière-des-Prairies-Pointe-aux-Trembles","Valide","info-coyote","oui",296178.2739,5054991.933,"45,6347709","-73,61058658",POINT (296178.2739 5054991.933)
634,"2018-06-03","18:00:00",1,,,"jour","inconnue",1,0,"Rivière-des-Prairies-Pointe-aux-Trembles","Valide","info-coyote","oui",300802.732,5058930.713,"45,67025482","-73,55130335",POINT (300802.732 5058930.713)
635,"2018-06-03","21:30:00",1,,,"nuit","inconnue",1,0,"Rivière-des-Prairies-Pointe-aux-Trembles","Valide","info-coyote","oui",299725.9738,5057355.378,"45,65607264","-73,56510667",POINT (299725.9738 5057355.378)
636,"2018-06-05","07:30:00",1,,,"jour","inconnue",1,0,"Saint-Laurent","Valide","info-coyote","oui",286651.1825,5040286.544,"45,50226446","-73,73223913",POINT (286651.1825 5040286.544)
637,"2018-06-03","05:30:00",6,,,"jour","inconnue",1,0,"Rivière-des-Prairies-Pointe-aux-Trembles","Valide","info-coyote","oui",302833.9738,5056932.301,"45,65228148","-73,52522509",POINT (302833.9738 5056932.301)
638,"2018-06-05","12:00:00",1,,,"jour","1",2,1,"Rivière-des-Prairies-Pointe-aux-Trembles","Valide","info-coyote","oui",302013.155,5058152.857,"45,66326146","-73,5357636",POINT (302013.155 5058152.857)
639,"2018-05-30","07:50:00",1,,,"jour","inconnue",1,0,"Saint-Laurent","Valide","info-coyote","oui",288230.3232,5040618.354,"45,5052895","-73,71204321",POINT (288230.3232 5040618.354)
640,"2018-06-08","08:30:00",1,,,"jour","1",2,1,"Saint-Laurent","Valide","info-coyote","oui",288342.7383,5040716.98,"45,50617964","-73,71060794",POINT (288342.7383 5040716.98)
641,"2018-06-08",,1,,,,"inconnue",1,0,"Saint-Laurent","Valide","info-coyote","oui",289522.1646,5040283.812,"45,50230866","-73,69550111",POINT (289522.1646 5040283.812)
642,"2018-06-08","23:30:00",1,,,"nuit","inconnue",1,0,"Villeray—Saint-Michel—Parc-Extension","Valide","info-coyote","oui",296117.8072,5047799.769,"45,57005322","-73,61123419",POINT (296117.8072 5047799.769)
643,"2018-06-10","13:00:00",1,,,"jour","2",4,3,"Saint-Laurent","Valide","info-coyote","oui",287500.0549,5040316.203,"45,50255291","-73,72137777",POINT (287500.0549 5040316.203)
644,"2018-06-10","22:40:00",1,,,"nuit","1",2,0.6,"Ahuntsic-Cartierville","Valide","info-coyote","oui",293420.6553,5048130.841,"45,57299343","-73,64579707",POINT (293420.6553 5048130.841)
645,"2018-06-10","05:30:00",1,,,"jour","1",2,1,"Saint-Laurent","Valide","info-coyote","oui",288125.2547,5041594.702,"45,51407253","-73,71342097",POINT (288125.2547 5041594.702)
646,"2018-06-11","16:50:00",1,,,"jour","1",2,1,"Saint-Laurent","Valide","info-coyote","oui",289579.6662,5039013.311,"45,49087745","-73,69472589",POINT (289579.6662 5039013.311)
647,"2018-06-12","04:30:00",1,,,"crepuscule","5",10,8.8,"Villeray—Saint-Michel—Parc-Extension","Valide","info-coyote","oui",294910.2939,5048359.963,"45,5750779","-73,62671586",POINT (294910.2939 5048359.963)
648,"2018-06-13","00:12:00",1,,,"nuit","3",6,4.6,"Pierrefonds-Roxboro","Valide","info-coyote","oui",278065.3754,5041496.316,"45,5128741","-73,84217066",POINT (278065.3754 5041496.316)
649,"2018-06-03","20:30:00",1,,,"nuit","inconnue",1,0,"Rivière-des-Prairies-Pointe-aux-Trembles","Valide","info-coyote","oui",301950.0162,5058110.902,"45,66288368","-73,53657361",POINT (301950.0162 5058110.902)
651,"2018-06-01","02:57:00",1,,,"nuit","6",11,9.6,"Ahuntsic-Cartierville","Valide","SPVM","oui",293355.978,5045852.257,"45,55248897","-73,64657241",POINT (293355.978 5045852.257)
652,"2018-06-02","22:30:00",1,,,"nuit","2",5,3.6,"Ahuntsic-Cartierville","Valide","SPVM","oui",293782.9536,5048228.959,"45,57388215","-73,64115737",POINT (293782.9536 5048228.959)
653,"2018-06-03","05:16:00",2,,,"jour","inconnue",1,0,"Anjou","Valide","SPVM","oui",297218.773,5052728.902,"45,61441978","-73,59720544",POINT (297218.773 5052728.902)
654,"2018-06-03","08:25:00",1,,,"jour","inconnue",1,0,"Rivière-des-Prairies-Pointe-aux-Trembles","Valide","SPVM","oui",301720.0019,5058957.987,"45,67050491","-73,53953073",POINT (301720.0019 5058957.987)
655,"2018-06-03","20:43:00",1,,,"nuit","inconnue",1,0,"Rivière-des-Prairies-Pointe-aux-Trembles","Valide","SPVM","oui",299761.1419,5056983.302,"45,65272489","-73,56465157",POINT (299761.1419 5056983.302)
656,"2018-06-03","21:34:00",1,,,"nuit","inconnue",1,0,"Rivière-des-Prairies-Pointe-aux-Trembles","Valide","SPVM","oui",299911.6634,5057954.089,"45,66146128","-73,56273004",POINT (299911.6634 5057954.089)
657,"2018-06-03","22:36:00",1,,,"nuit","1",2,0.6,"Rivière-des-Prairies-Pointe-aux-Trembles","Valide","SPVM","oui",301545.5211,5059054.903,"45,67137618","-73,54177078",POINT (301545.5211 5059054.903)
658,"2018-06-04","09:32:00",1,,,"jour","inconnue",1,0,"Montréal-Nord","Valide","SPVM","oui",295088.5559,5051725.368,"45,60536323","-73,62449875",POINT (295088.5559 5051725.368)
660,"2018-06-09","22:26:00",1,,,"nuit","5",10,8.6,"Ahuntsic-Cartierville","Valide","SPVM","oui",293774.3283,5048222.999,"45,57382838","-73,64126775",POINT (293774.3283 5048222.999)
661,"2018-06-12","23:02:00",1,,,"nuit","2",5,3.6,"Villeray—Saint-Michel—Parc-Extension","Valide","SPVM","oui",293698.1616,5047091.176,"45,56364269","-73,64221794",POINT (293698.1616 5047091.176)
662,"2018-06-12","07:33:00",1,,,"jour","5",10,9,"Villeray—Saint-Michel—Parc-Extension","Valide","SPVM","oui",294820.9725,5048434.38,"45,57574625","-73,62786185",POINT (294820.9725 5048434.38)
664,"2018-06-18","23:27:00",1,,,"nuit","inconnue",1,0,"Ahuntsic-Cartierville","Valide","SPVM","oui",293748.8737,5046055.63,"45,55432534","-73,6415449",POINT (293748.8737 5046055.63)
665,"2018-06-10","03:00:00",1,,,"nuit","inconnue",1,0,"Rivière-des-Prairies-Pointe-aux-Trembles","Valide","info-coyote","oui",295606.0288,5054494.938,"45,6302915","-73,61791709",POINT (295606.0288 5054494.938)
666,"2018-06-15","06:40:00",1,,,"jour","5",10,9,"Villeray—Saint-Michel—Parc-Extension","Valide","info-coyote","oui",294924.677,5048346.155,"45,57495385","-73,62653129",POINT (294924.677 5048346.155)
667,"2018-06-15",,1,,,,"inconnue",1,0,"Ahuntsic-Cartierville","Valide","info-coyote","oui",293086.1545,5046856.598,"45,56152186","-73,65005229",POINT (293086.1545 5046856.598)
668,"2018-06-19","07:00:00",1,,,"jour","1",2,1,"Villeray—Saint-Michel—Parc-Extension","Valide","info-coyote","oui",296260.2158,5046922.9,"45,56216463","-73,60939437",POINT (296260.2158 5046922.9)
